mobility_pair,origin,region_origin,income_origin,destination,region_destination,income_destination,r_mobi,r_coll,r_coll_mobi,MRot_c,r_no_coll,r_no_coll_mobi,MRot_nc,CMR_ot,MRot_all,,
CN-BR,CN,East Asia & Pacific,Upper middle,BR,Latin America & Caribbean,Upper middle,166,4646,49,0.010546707,2014881,117,0.0000581,181.627002,8.22E-05,,
LT-US,LT,Europe & Central Asia,High,US,North America,High,166,1324,54,0.040785498,10291,112,0.010883296,3.74753183,0.014291864,,
AT-CN,AT,Europe & Central Asia,High,CN,East Asia & Pacific,Upper middle,166,2344,60,0.02559727,63795,106,0.001661572,15.40545109,0.002509866,,
RO-HU,RO,Europe & Central Asia,Upper middle,HU,Europe & Central Asia,High,166,1584,75,0.047348485,33322,91,0.002730929,17.33787046,0.004755629,,
ID-KR,ID,East Asia & Pacific,Lower middle,KR,East Asia & Pacific,High,166,757,23,0.030383091,80156,143,0.001784021,17.0306787,0.002051586,,
UK-BN,UK,Europe & Central Asia,High,BN,East Asia & Pacific,High,166,362,6,0.016574586,619711,160,0.000258185,64.19658149,0.00026771,,
CZ-PL,CZ,Europe & Central Asia,High,PL,Europe & Central Asia,High,166,4330,79,0.018244804,44795,87,0.001942181,9.393976799,0.003379135,,
EE-FI,EE,Europe & Central Asia,High,FI,Europe & Central Asia,High,166,1753,84,0.047917855,5338,82,0.015361559,3.119335495,0.023409956,,
FR-GP,FR,Europe & Central Asia,High,GP,#N/A,#N/A,165,943,25,0.026511135,375565,140,0.000372772,71.11895925,0.000438238,,
IN-OM,IN,South Asia,Lower middle,OM,Middle East & North Africa,High,165,925,15,0.016216216,436499,150,0.000343643,47.18908108,0.000377208,,
NL-CZ,NL,Europe & Central Asia,High,CZ,Europe & Central Asia,High,164,3377,30,0.008883625,168242,134,0.000796472,11.15372206,0.000955605,,
DK-JP,DK,Europe & Central Asia,High,JP,East Asia & Pacific,High,164,2376,59,0.02483165,59550,105,0.001763224,14.08309283,0.002648322,,
CO-CA,CO,Latin America & Caribbean,Upper middle,CA,North America,High,164,1197,51,0.042606516,30112,113,0.003752657,11.35369397,0.00523811,,
PT-AU,PT,Europe & Central Asia,High,AU,East Asia & Pacific,High,164,2277,46,0.02020202,61445,118,0.001920417,10.51960281,0.002573679,,
CU-BR,CU,Latin America & Caribbean,Upper middle,BR,Latin America & Caribbean,Upper middle,164,835,81,0.097005988,5129,83,0.016182492,5.994502561,0.027498323,,
CH-IL,CH,Europe & Central Asia,High,IL,Middle East & North Africa,High,164,2207,41,0.018577254,109213,123,0.00112624,16.49494034,0.001471908,,
SK-UK,SK,Europe & Central Asia,High,UK,Europe & Central Asia,High,164,1517,62,0.040870138,16490,102,0.006185567,6.607339046,0.009107569,,
HU-JP,HU,Europe & Central Asia,High,JP,East Asia & Pacific,High,164,1628,50,0.030712531,29255,114,0.00389677,7.881535842,0.005310365,,
AU-IL,AU,East Asia & Pacific,High,IL,Middle East & North Africa,High,164,2750,35,0.012727273,220340,129,0.000585459,21.73897111,0.000735129,,
IN-NZ,IN,South Asia,Lower middle,NZ,East Asia & Pacific,High,163,1104,12,0.010869565,436320,151,0.000346076,31.40800461,0.000372636,,
NZ-FR,NZ,East Asia & Pacific,High,FR,Europe & Central Asia,High,163,1700,41,0.024117647,35265,122,0.003459521,6.971383799,0.004409577,,
MX-AU,MX,Latin America & Caribbean,Upper middle,AU,East Asia & Pacific,High,163,1591,32,0.020113136,80435,131,0.001628644,12.34961928,0.001987175,,
EE-US,EE,Europe & Central Asia,High,US,North America,High,162,1337,65,0.048616305,5754,97,0.016857838,2.883899174,0.022845861,,
FR-CO,FR,Europe & Central Asia,High,CO,Latin America & Caribbean,Upper middle,162,1624,35,0.021551724,374884,127,0.000338771,63.61729568,0.00043027,,
NZ-MY,NZ,East Asia & Pacific,High,MY,East Asia & Pacific,Upper middle,162,582,15,0.025773196,36383,147,0.004040349,6.378953643,0.004382524,,
IR-NO,IR,Middle East & North Africa,Lower middle,NO,Europe & Central Asia,High,162,1083,21,0.019390582,154149,141,0.000914699,21.1988566,0.001043599,,
BE-PT,BE,Europe & Central Asia,High,PT,Europe & Central Asia,High,162,2703,36,0.013318535,81004,126,0.001555479,8.562338143,0.001935322,,
BE-NO,BE,Europe & Central Asia,High,NO,Europe & Central Asia,High,162,2883,44,0.01526188,80824,118,0.001459962,10.45361176,0.001935322,,
UK-RO,UK,Europe & Central Asia,High,RO,Europe & Central Asia,Upper middle,161,2697,31,0.011494253,617376,130,0.000210569,54.5867374,0.000259647,,
NZ-CH,NZ,East Asia & Pacific,High,CH,Europe & Central Asia,High,161,1016,29,0.028543307,35949,132,0.003671868,7.7735102,0.004355471,,
NZ-NL,NZ,East Asia & Pacific,High,NL,Europe & Central Asia,High,160,1424,38,0.026685393,35541,122,0.003432655,7.773980015,0.004328419,,
UK-LY,UK,Europe & Central Asia,High,LY,Middle East & North Africa,Upper middle,160,381,11,0.028871391,619692,149,0.000240442,120.0763093,0.000258034,,
IN-BD,IN,South Asia,Lower middle,BD,South Asia,Lower middle,160,1450,12,0.008275862,435974,148,0.00033947,24.37878844,0.000365778,,
BE-PL,BE,Europe & Central Asia,High,PL,Europe & Central Asia,High,159,3311,51,0.015403201,80396,108,0.00134335,11.46625726,0.001899483,,
BR-NO,BR,Latin America & Caribbean,Upper middle,NO,Europe & Central Asia,High,159,2262,47,0.020778073,404425,112,0.000276936,75.02832118,0.000390964,,
US-ZW,US,North America,High,ZW,Sub-Saharan Africa,Lower middle,159,1225,50,0.040816327,2614452,109,0.0000417,979.01217,6.08E-05,,
TN-CA,TN,Middle East & North Africa,Lower middle,CA,North America,High,159,870,36,0.04137931,23580,123,0.005216285,7.932716569,0.006503067,,
SG-KR,SG,East Asia & Pacific,High,KR,East Asia & Pacific,High,159,2203,67,0.030413073,51478,92,0.001787171,17.0174367,0.002961942,,
DE-BG,DE,Europe & Central Asia,High,BG,Europe & Central Asia,Upper middle,159,3474,47,0.013529073,614451,112,0.000182277,74.22279022,0.000257313,,
CO-CL,CO,Latin America & Caribbean,Upper middle,CL,Latin America & Caribbean,High,159,1450,50,0.034482759,29859,109,0.003650491,9.446061373,0.005078412,,
AE-CA,AE,Middle East & North Africa,High,CA,North America,High,158,488,27,0.055327869,6195,131,0.021146086,2.616459142,0.023642077,,
FR-QA,FR,Europe & Central Asia,High,QA,Middle East & North Africa,High,158,818,36,0.04400978,375690,122,0.000324736,135.5248707,0.000419646,,
SD-SA,SD,Sub-Saharan Africa,Low,SA,Middle East & North Africa,High,158,476,41,0.086134454,1859,117,0.062937063,1.368580766,0.067665953,,
KR-SA,KR,East Asia & Pacific,High,SA,Middle East & North Africa,High,157,2230,35,0.015695067,306612,122,0.000397897,39.44504889,0.000508351,,
BE-IE,BE,Europe & Central Asia,High,IE,Europe & Central Asia,High,156,1964,24,0.012219959,81743,132,0.001614817,7.567394927,0.001863643,,
IR-SG,IR,Middle East & North Africa,Lower middle,SG,East Asia & Pacific,High,156,921,25,0.027144408,154311,131,0.000848935,31.97466246,0.001004947,,
NL-IR,NL,Europe & Central Asia,High,IR,Middle East & North Africa,Lower middle,156,1462,37,0.025307798,170157,119,0.000699354,36.18738576,0.00090899,,
PK-IN,PK,South Asia,Lower middle,IN,South Asia,Lower middle,156,1028,6,0.005836576,37142,150,0.004038555,1.445214008,0.004086979,,
JP-PK,JP,East Asia & Pacific,High,PK,South Asia,Lower middle,156,711,24,0.033755274,930650,132,0.000141836,237.9874696,0.000167497,,
CZ-RU,CZ,Europe & Central Asia,High,RU,Europe & Central Asia,Upper middle,155,2578,60,0.023273856,46547,95,0.002040948,11.40345433,0.003155216,,
KR-BE,KR,East Asia & Pacific,High,BE,Europe & Central Asia,High,155,1501,38,0.025316456,307341,117,0.000380685,66.50243427,0.000501875,,
DK-AT,DK,Europe & Central Asia,High,AT,Europe & Central Asia,High,155,2475,54,0.021818182,59451,101,0.001698878,12.84270027,0.002502987,,
PE-BR,PE,Latin America & Caribbean,Upper middle,BR,Latin America & Caribbean,Upper middle,154,970,55,0.056701031,8388,99,0.011802575,4.804123711,0.016456508,,
JP-SA,JP,East Asia & Pacific,High,SA,Middle East & North Africa,High,154,1750,24,0.013714286,929611,130,0.000139843,98.06885275,0.000165349,,
KR-SE,KR,East Asia & Pacific,High,SE,Europe & Central Asia,High,154,1804,37,0.020509978,307038,117,0.00038106,53.82344079,0.000498637,,
TZ-UK,TZ,Sub-Saharan Africa,Lower middle,UK,Europe & Central Asia,High,154,1361,108,0.079353417,2687,46,0.017119464,4.635274574,0.038043478,,
ES-ZA,ES,Europe & Central Asia,High,ZA,Sub-Saharan Africa,Upper middle,154,2637,49,0.018581722,346054,105,0.000303421,61.24075338,0.000441652,,
IR-RU,IR,Middle East & North Africa,Lower middle,RU,Europe & Central Asia,Upper middle,153,1297,12,0.00925212,153935,141,0.000915971,10.10088748,0.000985622,,
DE-JO,DE,Europe & Central Asia,High,JO,Middle East & North Africa,Upper middle,153,1111,25,0.02250225,616814,128,0.000207518,108.4351795,0.000247603,,
CY-UK,CY,Europe & Central Asia,High,UK,Europe & Central Asia,High,153,788,54,0.068527919,2796,99,0.035407725,1.935394555,0.042689732,,
US-BW,US,North America,High,BW,Sub-Saharan Africa,Upper middle,153,1171,57,0.048676345,2614506,96,0.0000367,1325.672876,5.85E-05,,
IL-CN,IL,Middle East & North Africa,High,CN,East Asia & Pacific,Upper middle,153,1798,31,0.017241379,64843,122,0.001881468,9.163793103,0.002295884,,
EC-US,EC,Latin America & Caribbean,Upper middle,US,North America,High,153,942,82,0.087048832,4437,71,0.016001803,5.439938997,0.028443949,,
GH-ZA,GH,Sub-Saharan Africa,Lower middle,ZA,Sub-Saharan Africa,Upper middle,152,690,52,0.075362319,5771,100,0.017328019,4.34915942,0.02352577,,
SG-NL,SG,East Asia & Pacific,High,NL,Europe & Central Asia,High,152,1654,41,0.024788392,52027,111,0.002133508,11.61860954,0.002831542,,
PH-AU,PH,East Asia & Pacific,Lower middle,AU,East Asia & Pacific,High,152,760,48,0.063157895,7715,104,0.013480233,4.685222672,0.017935103,,
IR-PT,IR,Middle East & North Africa,Lower middle,PT,Europe & Central Asia,High,151,1269,30,0.023640662,153963,121,0.000785903,30.08088623,0.000972738,,
KR-TW,KR,East Asia & Pacific,High,TW,East Asia & Pacific,High,151,2760,35,0.012681159,306082,116,0.000378983,33.46098826,0.000488923,,
IN-RU,IN,South Asia,Lower middle,RU,Europe & Central Asia,Upper middle,151,3264,31,0.009497549,434160,120,0.000276396,34.36213235,0.000345203,,
JP-IL,JP,East Asia & Pacific,High,IL,Middle East & North Africa,High,151,2415,34,0.014078675,928946,117,0.000125949,111.7805879,0.000162128,,
CH-SG,CH,Europe & Central Asia,High,SG,East Asia & Pacific,High,151,1222,38,0.031096563,110198,113,0.001025427,30.32547833,0.001355232,,
ES-VE,ES,Europe & Central Asia,High,VE,Latin America & Caribbean,Upper middle,150,1441,27,0.018736988,347250,123,0.000354212,52.89771669,0.00043018,,
RO-CH,RO,Europe & Central Asia,Upper middle,CH,Europe & Central Asia,High,150,1047,37,0.035339064,33859,113,0.00333737,10.58889706,0.004297255,,
CL-AR,CL,Latin America & Caribbean,High,AR,Latin America & Caribbean,Upper middle,149,2375,48,0.020210526,33470,101,0.003017628,6.697488275,0.004156786,,
EG-KW,EG,Middle East & North Africa,Lower middle,KW,Middle East & North Africa,High,148,643,38,0.059097978,68330,110,0.001609835,36.71058957,0.002145767,,
RU-PT,RU,Europe & Central Asia,Upper middle,PT,Europe & Central Asia,High,148,1897,48,0.02530311,265614,100,0.000376486,67.20860306,0.000553248,,
SE-IN,SE,Europe & Central Asia,High,IN,South Asia,Lower middle,148,1743,34,0.019506598,100832,114,0.001130593,17.25341466,0.001442847,,
GR-AT,GR,Europe & Central Asia,High,AT,Europe & Central Asia,High,148,1709,35,0.020479813,62267,113,0.001814765,11.28510178,0.002313368,,
GR-AU,GR,Europe & Central Asia,High,AU,East Asia & Pacific,High,147,1556,43,0.027634961,62420,104,0.001666133,16.58629128,0.002297737,,
AU-PK,AU,East Asia & Pacific,High,PK,South Asia,Lower middle,147,1000,21,0.021,222090,126,0.000567338,37.015,0.000658927,,
IT-SA,IT,Europe & Central Asia,High,SA,Middle East & North Africa,High,147,2573,30,0.011659541,313250,117,0.000373504,31.21667813,0.000465451,,
CH-ZA,CH,Europe & Central Asia,High,ZA,Sub-Saharan Africa,Upper middle,147,1609,52,0.03231821,109811,95,0.000865123,37.35678911,0.001319332,,
IN-TH,IN,South Asia,Lower middle,TH,East Asia & Pacific,Upper middle,147,1886,28,0.014846235,435538,119,0.000273225,54.33697212,0.000336058,,
SE-PT,SE,Europe & Central Asia,High,PT,Europe & Central Asia,High,147,2066,44,0.021297193,100509,103,0.001024784,20.78213141,0.001433098,,
AR-CH,AR,Latin America & Caribbean,Upper middle,CH,Europe & Central Asia,High,146,1196,32,0.026755853,45611,114,0.002499397,10.70492284,0.003119192,,
SG-CH,SG,East Asia & Pacific,High,CH,Europe & Central Asia,High,146,1371,30,0.021881838,52310,116,0.002217549,9.867577152,0.00271977,,
IL-ES,IL,Middle East & North Africa,High,ES,Europe & Central Asia,High,146,2659,32,0.012034599,63982,114,0.001781751,6.754366171,0.002190843,,
FI-EE,FI,Europe & Central Asia,High,EE,Europe & Central Asia,High,146,2461,48,0.019504267,52040,98,0.001883167,10.35716359,0.00267885,,
UK-SI,UK,Europe & Central Asia,High,SI,Europe & Central Asia,High,146,3113,38,0.012206874,616960,108,0.000175052,69.73290026,0.000235456,,
CA-BD,CA,North America,High,BD,South Asia,Lower middle,146,568,21,0.036971831,331418,125,0.000377167,98.02504225,0.000439778,,
US-RW,US,North America,High,RW,Sub-Saharan Africa,Low,146,1245,71,0.057028112,2614432,75,0.0000287,1987.948295,5.58E-05,,
AT-PK,AT,Europe & Central Asia,High,PK,South Asia,Lower middle,145,469,24,0.051172708,65670,121,0.001842546,27.77282419,0.002192352,,
US-UY,US,North America,High,UY,Latin America & Caribbean,High,145,1752,23,0.013127854,2613925,122,0.0000467,281.2723398,5.54E-05,,
IT-NZ,IT,Europe & Central Asia,High,NZ,East Asia & Pacific,High,145,2357,38,0.016122189,313466,107,0.000341345,47.23138474,0.000459118,,
MX-JP,MX,Latin America & Caribbean,Upper middle,JP,East Asia & Pacific,High,145,1391,33,0.02372394,80635,112,0.001388975,17.08017742,0.001767732,,
ES-UY,ES,Europe & Central Asia,High,UY,Latin America & Caribbean,High,145,1444,39,0.02700831,347247,106,0.000305258,88.47693122,0.000415841,,
MW-UK,MW,Sub-Saharan Africa,Low,UK,Europe & Central Asia,High,145,796,93,0.116834171,811,52,0.064118372,1.822163703,0.090230243,,
IT-SG,IT,Europe & Central Asia,High,SG,East Asia & Pacific,High,145,2025,24,0.011851852,313798,121,0.000385598,30.73625957,0.000459118,,
NZ-JP,NZ,East Asia & Pacific,High,JP,East Asia & Pacific,High,144,1374,32,0.023289665,35591,112,0.003146863,7.400914951,0.003895577,,
ES-IN,ES,Europe & Central Asia,High,IN,South Asia,Lower middle,143,3046,42,0.013788575,345645,101,0.000292207,47.18764424,0.000410105,,
CN-VN,CN,East Asia & Pacific,Upper middle,VN,East Asia & Pacific,Lower middle,143,2520,27,0.010714286,2017007,116,0.0000575,186.2999076,7.08E-05,,
RO-ES,RO,Europe & Central Asia,Upper middle,ES,Europe & Central Asia,High,143,1933,57,0.029487843,32973,86,0.002608195,11.30584463,0.004096717,,
MA-ES,MA,Middle East & North Africa,Lower middle,ES,Europe & Central Asia,High,143,1519,90,0.059249506,18352,53,0.002887969,20.51597998,0.007196417,,
FI-AT,FI,Europe & Central Asia,High,AT,Europe & Central Asia,High,143,2334,57,0.024421594,52167,86,0.001648552,14.81396843,0.002623805,,
IN-MX,IN,South Asia,Lower middle,MX,Latin America & Caribbean,Upper middle,142,1859,21,0.011296396,435565,121,0.0002778,40.66375773,0.000324628,,
SE-EE,SE,Europe & Central Asia,High,EE,Europe & Central Asia,High,142,1645,56,0.034042553,100930,86,0.000852076,39.95249876,0.001384353,,
MX-CL,MX,Latin America & Caribbean,Upper middle,CL,Latin America & Caribbean,High,142,2019,31,0.015354136,80007,111,0.001387379,11.06701203,0.001731158,,
FR-MQ,FR,Europe & Central Asia,High,MQ,#N/A,#N/A,142,1048,30,0.028625954,375460,112,0.000298301,95.96339967,0.00037715,,
UA-SE,UA,Europe & Central Asia,Lower middle,SE,Europe & Central Asia,High,142,919,47,0.051142546,53767,95,0.001766883,28.94506615,0.002596643,,
RS-IT,RS,Europe & Central Asia,Upper middle,IT,Europe & Central Asia,High,141,2156,59,0.027365492,18816,82,0.004357993,6.279379157,0.00672325,,
EG-AE,EG,Middle East & North Africa,Lower middle,AE,Middle East & North Africa,High,141,926,18,0.019438445,68047,123,0.001807574,10.75388506,0.002044278,,
AT-PL,AT,Europe & Central Asia,High,PL,Europe & Central Asia,High,141,2368,34,0.014358108,63771,107,0.001677879,8.557298245,0.002131874,,
SI-IT,SI,Europe & Central Asia,High,IT,Europe & Central Asia,High,141,2115,73,0.034515366,10503,68,0.006474341,5.331101377,0.011174513,,
ET-AU,ET,Sub-Saharan Africa,Low,AU,East Asia & Pacific,High,141,545,37,0.067889908,8139,104,0.012777983,5.313038109,0.016236757,,
US-BG,US,North America,High,BG,Europe & Central Asia,Upper middle,140,2349,23,0.009791401,2613328,117,0.0000448,218.7020627,5.35E-05,,
MY-KR,MY,East Asia & Pacific,Upper middle,KR,East Asia & Pacific,High,140,1502,40,0.026631158,70616,100,0.00141611,18.80585885,0.001941263,,
EE-DE,EE,Europe & Central Asia,High,DE,Europe & Central Asia,High,140,1488,58,0.038978495,5603,82,0.014635017,2.663372017,0.019743337,,
NO-ES,NO,Europe & Central Asia,High,ES,Europe & Central Asia,High,140,3420,44,0.012865497,42372,96,0.002265647,5.678508772,0.003057303,,
CI-FR,CI,Sub-Saharan Africa,Lower middle,FR,Europe & Central Asia,High,140,814,69,0.084766585,1399,71,0.050750536,1.670259889,0.06326254,,
UK-UG,UK,Europe & Central Asia,High,UG,Sub-Saharan Africa,Low,140,1780,53,0.029775281,618293,87,0.00014071,211.6074454,0.00022578,,
BY-US,BY,Europe & Central Asia,Upper middle,US,North America,High,140,595,45,0.075630252,7767,95,0.012231235,6.18337019,0.016742406,,
DE-KE,DE,Europe & Central Asia,High,KE,Sub-Saharan Africa,Lower middle,140,1271,38,0.029897718,616654,102,0.000165409,180.7504667,0.000226565,,
DE-CO,DE,Europe & Central Asia,High,CO,Latin America & Caribbean,Upper middle,139,1690,31,0.018343195,616235,108,0.000175258,104.6640642,0.000224946,,
BR-UY,BR,Latin America & Caribbean,Upper middle,UY,Latin America & Caribbean,High,139,2605,32,0.012284069,404082,107,0.000264798,46.39038513,0.000341786,,
FR-SY,FR,Europe & Central Asia,High,SY,Middle East & North Africa,Low,139,363,6,0.016528926,376145,133,0.000353587,46.74641148,0.000369182,,
SE-SG,SE,Europe & Central Asia,High,SG,East Asia & Pacific,High,139,1346,31,0.023031204,101229,108,0.001066888,21.58727505,0.001355106,,
DE-SI,DE,Europe & Central Asia,High,SI,Europe & Central Asia,High,139,4068,29,0.00712881,613857,110,0.000179195,39.78245508,0.000224946,,
RU-KZ,RU,Europe & Central Asia,Upper middle,KZ,Europe & Central Asia,Upper middle,138,2471,41,0.016592473,265040,97,0.000365982,45.3367934,0.000515867,,
BD-DE,BD,South Asia,Lower middle,DE,Europe & Central Asia,High,138,548,28,0.051094891,23555,110,0.004669921,10.94127405,0.005725428,,
AR-MX,AR,Latin America & Caribbean,Upper middle,MX,Latin America & Caribbean,Upper middle,137,2013,35,0.017386985,44794,102,0.002277091,7.63561361,0.002926913,,
MY-JO,MY,East Asia & Pacific,Upper middle,JO,Middle East & North Africa,Upper middle,137,591,30,0.050761421,71527,107,0.001495939,33.93282414,0.001899664,,
TR-AT,TR,Europe & Central Asia,Upper middle,AT,Europe & Central Asia,High,137,1436,31,0.021587744,131626,106,0.000805312,26.80668261,0.001029595,,
IE-CH,IE,Europe & Central Asia,High,CH,Europe & Central Asia,High,137,1465,20,0.013651877,39725,117,0.002945249,4.635220676,0.00332605,,
CA-LB,CA,North America,High,LB,Middle East & North Africa,Upper middle,137,736,30,0.04076087,331250,107,0.000323019,126.1872714,0.000412668,,
AU-AE,AU,East Asia & Pacific,High,AE,Middle East & North Africa,High,137,751,16,0.021304927,222339,121,0.000544214,39.14806704,0.000614102,,
ES-HU,ES,Europe & Central Asia,High,HU,Europe & Central Asia,High,136,3313,39,0.011771808,345378,97,0.000280852,41.9146754,0.00039003,,
AT-NO,AT,Europe & Central Asia,High,NO,Europe & Central Asia,High,136,1832,30,0.016375546,64307,106,0.001648343,9.934549312,0.002056275,,
UK-GM,UK,Europe & Central Asia,High,GM,Sub-Saharan Africa,Low,136,961,46,0.047866805,619112,90,0.000145369,329.2768181,0.000219329,,
RU-VN,RU,Europe & Central Asia,Upper middle,VN,East Asia & Pacific,Lower middle,135,945,26,0.027513228,266566,109,0.000408904,67.28523858,0.000504652,,
CA-OM,CA,North America,High,OM,Middle East & North Africa,High,135,290,12,0.04137931,331696,123,0.000370821,111.5882254,0.000406644,,
UK-VN,UK,Europe & Central Asia,High,VN,East Asia & Pacific,Lower middle,135,1348,43,0.03189911,618725,92,0.000148693,214.5301816,0.000217716,,
KW-US,KW,Middle East & North Africa,High,US,North America,High,135,645,44,0.068217054,3176,91,0.028652393,2.380850158,0.035331065,,
SE-GR,SE,Europe & Central Asia,High,GR,Europe & Central Asia,High,135,2007,47,0.023418037,100568,88,0.00087503,26.76255832,0.00131611,,
EG-IT,EG,Middle East & North Africa,Lower middle,IT,Europe & Central Asia,High,134,1618,49,0.030284302,67355,85,0.00126197,23.99763688,0.001942789,,
BE-GR,BE,Europe & Central Asia,High,GR,Europe & Central Asia,High,134,2537,40,0.015766654,81170,94,0.001158063,13.61467305,0.001600822,,
PK-TR,PK,South Asia,Lower middle,TR,Europe & Central Asia,Upper middle,134,1493,41,0.027461487,36677,93,0.002535649,10.83016082,0.00351061,,
FR-NC,FR,Europe & Central Asia,High,NC,East Asia & Pacific,High,134,621,23,0.037037037,375887,111,0.000295302,125.4210878,0.000355902,,
US-KZ,US,North America,High,KZ,Europe & Central Asia,Upper middle,134,863,25,0.028968714,2614814,109,0.0000417,694.9339301,5.12E-05,,
CA-GR,CA,North America,High,GR,Europe & Central Asia,High,134,1721,36,0.020918071,330265,98,0.000296731,70.49496614,0.000403631,,
GD-US,GD,Latin America & Caribbean,Upper middle,US,North America,High,134,341,108,0.316715543,94,26,0.276595745,1.1450485,0.308045977,,
BD-IN,BD,South Asia,Lower middle,IN,South Asia,Lower middle,133,852,18,0.021126761,23251,115,0.004946024,4.271463564,0.005517985,,
PA-US,PA,Latin America & Caribbean,Upper middle,US,North America,High,133,474,68,0.143459916,425,65,0.152941176,0.938007141,0.147942158,,
BE-FI,BE,Europe & Central Asia,High,FI,Europe & Central Asia,High,133,2967,42,0.014155713,80740,91,0.001127075,12.55969511,0.001588875,,
UK-MT,UK,Europe & Central Asia,High,MT,Middle East & North Africa,High,132,973,22,0.022610483,619100,110,0.000177677,127.2559096,0.000212878,,
CL-CO,CL,Latin America & Caribbean,High,CO,Latin America & Caribbean,Upper middle,132,1376,28,0.020348837,34469,104,0.003017204,6.744269902,0.003682522,,
US-GE,US,North America,High,GE,Europe & Central Asia,Upper middle,132,926,17,0.018358531,2614751,115,0.000044,417.417288,5.05E-05,,
RO-NL,RO,Europe & Central Asia,Upper middle,NL,Europe & Central Asia,High,131,1171,43,0.036720751,33735,88,0.002608567,14.07698354,0.003752936,,
AE-UK,AE,Middle East & North Africa,High,UK,Europe & Central Asia,High,131,827,32,0.038694075,5856,99,0.016905738,2.288813162,0.019601975,,
LT-UK,LT,Europe & Central Asia,High,UK,Europe & Central Asia,High,131,1239,44,0.03551251,10376,87,0.008384734,4.235377065,0.011278519,,
IT-EG,IT,Europe & Central Asia,High,EG,Middle East & North Africa,Lower middle,131,2713,32,0.011795061,313110,99,0.000316183,37.30456053,0.000414789,,
TH-KR,TH,East Asia & Pacific,Upper middle,KR,East Asia & Pacific,High,130,1134,36,0.031746032,40488,94,0.002321676,13.67375887,0.003123348,,
IT-PK,IT,Europe & Central Asia,High,PK,South Asia,Lower middle,130,1135,26,0.022907489,314688,104,0.000330486,69.31453744,0.000411623,,
AT-FI,AT,Europe & Central Asia,High,FI,Europe & Central Asia,High,130,2051,39,0.019015115,64088,91,0.001419923,13.39165564,0.001965557,,
ES-TR,ES,Europe & Central Asia,High,TR,Europe & Central Asia,Upper middle,130,3537,40,0.011309019,345154,90,0.000260753,43.37059027,0.000372823,,
CZ-AU,CZ,Europe & Central Asia,High,AU,East Asia & Pacific,High,130,1751,48,0.027412907,47374,82,0.001730907,15.83730551,0.00264631,,
TR-DK,TR,Europe & Central Asia,Upper middle,DK,Europe & Central Asia,High,130,1098,19,0.017304189,131964,111,0.000841138,20.57234283,0.000976988,,
PK-IT,PK,South Asia,Lower middle,IT,Europe & Central Asia,High,129,1045,21,0.020095694,37125,108,0.002909091,6.907894737,0.003379618,,
CA-CZ,CA,North America,High,CZ,Europe & Central Asia,High,129,1981,32,0.016153458,330005,97,0.000293935,54.95589544,0.000388571,,
ET-DE,ET,Sub-Saharan Africa,Low,DE,Europe & Central Asia,High,129,693,46,0.066378066,7991,83,0.010386685,6.390688294,0.014854906,,
AR-AU,AR,Latin America & Caribbean,Upper middle,AU,East Asia & Pacific,High,129,1482,34,0.02294197,45325,95,0.002095974,10.94573478,0.002755998,,
PT-CN,PT,Europe & Central Asia,High,CN,East Asia & Pacific,Upper middle,129,1626,49,0.030135301,62096,80,0.001288328,23.39102091,0.002024419,,
NG-IN,NG,Sub-Saharan Africa,Lower middle,IN,South Asia,Lower middle,129,894,38,0.042505593,28040,91,0.003245364,13.09732773,0.004458423,,
JO-AE,JO,Middle East & North Africa,Upper middle,AE,Middle East & North Africa,High,129,423,15,0.035460993,6427,114,0.017737669,1.999191241,0.018832117,,
JP-NP,JP,East Asia & Pacific,High,NP,South Asia,Lower middle,129,596,18,0.030201342,930765,111,0.000119257,253.2464176,0.000138507,,
NZ-SG,NZ,East Asia & Pacific,High,SG,East Asia & Pacific,High,129,679,19,0.027982327,36286,110,0.003031472,9.230606507,0.003489788,,
TH-NL,TH,East Asia & Pacific,Upper middle,NL,Europe & Central Asia,High,129,1063,39,0.036688617,40559,90,0.00221899,16.53392913,0.003099322,,
SG-TW,SG,East Asia & Pacific,High,TW,East Asia & Pacific,High,128,1835,57,0.03106267,51846,71,0.00136944,22.68274936,0.002384456,,
AU-PH,AU,East Asia & Pacific,High,PH,East Asia & Pacific,Lower middle,128,898,17,0.018930958,222192,111,0.000499568,37.89466081,0.000573759,,
SE-IE,SE,Europe & Central Asia,High,IE,Europe & Central Asia,High,128,1929,23,0.011923276,100646,105,0.001043261,11.42885778,0.001247867,,
TN-US,TN,Middle East & North Africa,Lower middle,US,North America,High,128,1158,41,0.035405872,23292,87,0.003735188,9.479006611,0.005235174,,
NZ-SE,NZ,East Asia & Pacific,High,SE,Europe & Central Asia,High,127,1122,30,0.026737968,35843,97,0.002706247,9.880092618,0.003435682,,
RU-BR,RU,Europe & Central Asia,Upper middle,BR,Latin America & Caribbean,Upper middle,127,1901,55,0.028932141,265610,72,0.000271074,106.7314717,0.000474747,,
BR-NZ,BR,Latin America & Caribbean,Upper middle,NZ,East Asia & Pacific,High,127,1641,17,0.010359537,405046,110,0.000271574,38.14626336,0.000312279,,
CN-PL,CN,East Asia & Pacific,Upper middle,PL,Europe & Central Asia,High,127,4696,42,0.008943782,2014831,85,0.0000422,212.0024602,6.29E-05,,
